,id,title,tags
21,20662,Robin Hood,"action adventure soldier robin happens upon dying robert loxley, promise return man's sword family nottingham. there, assumes robert's identity; romance widow, marion; draw ire town's sheriff king john's henchman, godfrey. robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland ridleyscott russellcrowe cateblanchett maxvonsydow"
22,57158,The Hobbit: The Desolation of Smaug,"adventure fantasy dwarves, bilbo gandalf successfully escaped misty mountains, bilbo gained one ring. continue journey get gold back dragon, smaug. elf dwarf orcs hobbit dragon wizard swordandsorcery peterjackson martinfreeman ianmckellen richardarmitage"
23,2268,The Golden Compass,"adventure fantasy overhearing shocking secret, precocious orphan lyra belacqua trade carefree existence roaming hall jordan college otherworldly adventure far north, unaware part destiny. england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel chrisweitz dakotabluerichards nicolekidman danielcraig"
24,254,King Kong,"adventure drama action 1933 new york, overly ambitious movie producer coerces cast hired ship crew travel mysterious skull island, encounter kong, giant ape immediately smitten leading lady. filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur peterjackson naomiwatts jackblack adrienbrody"
25,597,Titanic,"drama romance thriller 84 year later, 101-year-old woman named rose dewitt bukater tell story granddaughter lizzy calvert, brock lovett, lewis bodine, bobby buell anatoly mikailavich keldysh life set april 10th 1912, ship called titanic young rose board departing ship upper-class passenger mother, ruth dewitt bukater, fiancé, caledon hockley. meanwhile, drifter artist named jack dawson best friend fabrizio de rossi win third-class ticket ship game. explains whole story departure death titanic first last voyage april 15th, 1912 2:20 morning. shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s jamescameron katewinslet leonardodicaprio francesfisher"
26,271110,Captain America: Civil War,"adventure action sciencefiction following event age ultron, collective government world pas act designed regulate superhuman activity. polarizes opinion amongst avengers, causing two faction side iron man captain america, cause epic battle former allies. civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d anthonyrusso chrisevans robertdowneyjr. scarlettjohansson"
27,44833,Battleship,"thriller action adventure sciencefiction mankind beam radio signal space, reply come ‘planet g’, form several alien craft splash water hawaii. lieutenant alex hopper weapon officer assigned us john paul jones, part international naval coalition becomes world's last hope survival engage hostile alien force unimaginable strength. taking invaders, hopper must also try live potential brother, fiancée's father, admiral shane, expect him. fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri peterberg taylorkitsch alexanderskarsgård rihanna"
28,135397,Jurassic World,"action adventure sciencefiction thriller twenty-two year event jurassic park, isla nublar feature fully functioning dinosaur theme park, jurassic world, originally envisioned john hammond. monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror colintrevorrow chrispratt brycedallashoward irrfankhan"
29,37724,Skyfall,"action adventure thriller bond's latest assignment go gravely wrong agent around world exposed, mi6 attacked forcing relocate agency. event cause authority position challenged gareth mallory, new chairman intelligence security committee. mi6 compromised inside out, left one ally trust: bond. 007 take shadow - aided field agent, eve - following trail mysterious silva, whose lethal hidden motif yet reveal themselves. spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao sammendes danielcraig judidench javierbardem"
30,558,Spider-Man 2,"action adventure fantasy peter parker going major identity crisis. burned spider-man, decides shelve superhero alter ego, leaf city suffering wake carnage left evil doc ock. meantime, parker still can't act feeling mary jane watson, girl he's loved since childhood. dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain samraimi tobeymaguire kirstendunst jamesfranco"
31,68721,Iron Man 3,"action adventure sciencefiction tony stark's world torn apart formidable terrorist called mandarin, start odyssey rebuilding retribution. terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis shaneblack robertdowneyjr. gwynethpaltrow doncheadle"
32,12155,Alice in Wonderland,"family fantasy adventure alice, unpretentious individual 19-year-old, betrothed dunce english nobleman. engagement party, escape crowd consider whether go marriage fall hole garden spotting unusual rabbit. arriving strange surreal place called 'underland,' find world resembles nightmare child, filled talking animals, villainous queen knights, frumious bandersnatches. alice realizes reason – conquer horrific jabberwocky restore rightful queen throne. basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d timburton miawasikowska johnnydepp annehathaway"
33,36668,X-Men: The Last Stand,"adventure action sciencefiction thriller cure found treat mutations, line drawn amongst x-men brotherhood, band powerful mutant organized xavier's former ally, magneto. mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger brettratner hughjackman halleberry ianmckellen"
34,62211,Monsters University,animation family look relationship mike sulley day monster university — necessarily best friends. monster dormitory game animation bestfriend university scary aftercreditsstinger danscanlon billycrystal johngoodman stevebuscemi
35,8373,Transformers: Revenge of the Fallen,"sciencefiction action adventure sam witwicky leaf autobots behind normal life. mind filled cryptic symbols, decepticons target dragged back transformers' war. egypt sun chaos symbol artifact transformer tank robot imax duringcreditsstinger michaelbay shialabeouf meganfox joshduhamel"
36,91314,Transformers: Age of Extinction,"sciencefiction action adventure humanity pick pieces, following conclusion ""transformers: dark moon,"" autobots decepticons vanished face planet. however, group powerful, ingenious businessman scientist attempt learn past transformer incursion push boundary technology beyond control - ancient, powerful transformer menace set earth cross-hairs. sequel alien transformer giantrobot robot imax transformingrobot michaelbay markwahlberg stanleytucci kelseygrammer"
37,68728,Oz: The Great and Powerful,"fantasy adventure family oscar diggs, small-time circus illusionist con-artist, whisked kansa land oz inhabitant assume he's great wizard prophecy, save oz clutch evil. circus witch magic hope illusion lost magictrick wizard 3d samraimi jamesfranco milakunis rachelweisz"
38,102382,The Amazing Spider-Man 2,"action adventure fantasy peter parker, life busy. taking bad guy spider-man spending time person loves, gwen stacy, high school graduation cannot come quickly enough. peter forgotten promise made gwen’s father protect staying away, promise cannot keep. thing change peter new villain, electro, emerges, old friend, harry osborn, returns, peter uncovers new clue past. obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpower marcwebb andrewgarfield emmastone jamiefoxx"
39,20526,TRON: Legacy,"adventure action sciencefiction sam flynn, tech-savvy daring son kevin flynn, investigates father's disappearance pulled grid. help mysterious program named quorra, sam quest stop evil dictator clu crossing real world. artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy josephkosinski garretthedlund jeffbridges oliviawilde"
40,49013,Cars 2,animation family adventure comedy star race car lightning mcqueen pal mater head overseas compete world grand prix race. road championship becomes rocky mater get caught intriguing adventure own: international espionage. carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger johnlasseter owenwilson larrythecableguy michaelcaine
41,44912,Green Lantern,"adventure action thriller sciencefiction centuries, small powerful force warrior called green lantern corp sworn keep intergalactic order. green lantern wear ring grant superpowers. new enemy called parallax threatens destroy balance power universe, fate fate earth lie hand first human ever recruited. dccomics transformation superhero alien alieninfection magicalobject protector superpower origin 3d martincampbell ryanreynolds blakelively petersarsgaard"
42,10193,Toy Story 3,"animation family comedy woody, buzz, rest andy's toy played years. andy go college, gang find accidentally left nefarious day care center. toy must band together escape return home andy. hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory leeunkrich tomhanks timallen nedbeatty"
43,534,Terminator Salvation,"action sciencefiction thriller grown post-apocalyptic 2018, john connor must lead resistance human increasingly dominating militaristic robots. marcus wright appears, existence confuses mission connor try determine whether wright come future past -- whether he's friend foe. savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles mcg christianbale samworthington antonyelchin"
44,168259,Furious 7,action deckard shaw seek revenge dominic toretto family comatose brother. carrace speed revenge suspense car race musclecar jameswan vindiesel paulwalker dwaynejohnson
45,72190,World War Z,"action drama horror sciencefiction thriller life former united nation investigator gerry lane family seems content. suddenly, world plagued mysterious infection turning whole human population rampaging mindless zombies. barely escaping chaos, lane persuaded go mission investigate disease. follows perilous trek around world lane must brave horrific danger long odds find answer human civilization falls. dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse marcforster bradpitt mireilleenos abigailhargrove"
46,127585,X-Men: Days of Future Past,action adventure fantasy sciencefiction ultimate x-men ensemble fight war survival specie across two time period join force younger self epic battle must change past – save future. 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture bryansinger hughjackman jamesmcavoy michaelfassbender
47,54138,Star Trek Into Darkness,"action adventure sciencefiction crew enterprise called back home, find unstoppable force terror within organization detonated fleet everything stand for, leaving world state crisis. personal score settle, captain kirk lead manhunt war-zone world capture one man weapon mass destruction. hero propelled epic chess game life death, love challenged, friendship torn apart, sacrifice must made family kirk left: crew. spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d j.j.abrams chrispine zacharyquinto zoesaldana"
48,81005,Jack the Giant Slayer,"action family fantasy story ancient war reignited young farmhand unwittingly open gateway world fearsome race giants. unleashed earth first time centuries, giant strive reclaim land lost, forcing young man, jack battle life stop them. fighting kingdom, people, love brave princess, come face face unstoppable warrior thought existed legend–and get chance become legend himself. basedonfairytale giant bryansinger nicholashoult eleanortomlinson ewanmcgregor"
49,64682,The Great Gatsby,"drama romance adaptation f. scott fitzgerald's long island-set novel, midwesterner nick carraway lured lavish world neighbor, jay gatsby. soon enough, however, carraway see crack gatsby's nouveau riche existence, obsession, madness, tragedy await. basedonnovel infidelity obsession hope 3d bazluhrmann leonardodicaprio tobeymaguire careymulligan"
50,9543,Prince of Persia: The Sands of Time,"adventure fantasy action romance rogue prince reluctantly join force mysterious princess together, race dark force safeguard ancient dagger capable releasing sand time – gift god reverse time allow possessor rule world. persia sandstorm brotheragainstbrother armageddon regent basedonvideogame mikenewell jakegyllenhaal gemmaarterton benkingsley"
51,68726,Pacific Rim,"action sciencefiction adventure legion monstrous creatures, known kaiju, started rising sea, war began would take million life consume humanity's resource year end. combat giant kaiju, special type weapon devised: massive robots, called jaegers, controlled simultaneously two pilot whose mind locked neural bridge. even jaeger proving nearly defenseless face relentless kaiju. verge defeat, force defending mankind choice turn two unlikely heroes—a washed-up former pilot (charlie hunnam) untested trainee (rinko kikuchi)—who teamed drive legendary seemingly obsolete jaeger past. together, stand mankind's last hope mounting apocalypse. dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d guillermodeltoro idriselba charliehunnam charlieday"
52,38356,Transformers: Dark of the Moon,"action sciencefiction adventure sam witwicky take first tenuous step adulthood remaining reluctant human ally autobot-leader optimus prime. film center around space race ussr usa, suggesting hidden transformer role remains one planet's dangerous secrets. moon spacecraft traitor bodyguard alienplanet basedoncartoon transformer giantrobot sabotage worddomination commando duringcreditsstinger michaelbay shialabeouf johnmalkovich kenjeong"
53,217,Indiana Jones and the Kingdom of the Crystal Skull,"adventure action set cold war, soviet – led sword-wielding irina spalko – search crystal skull supernatural power related mystical lost city gold. captured escaping them, indy coerced head peru behest young man whose friend – indy's colleague – professor oxley captured knowledge skull's whereabouts. savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  stevenspielberg harrisonford cateblanchett shialabeouf"
54,105864,The Good Dinosaur,adventure animation family epic journey world dinosaur apatosaurus named arlo make unlikely human friend. tyrannosaurusrex friend alternatehistory dinosaur fear storm nature human journey petersohn raymondochoa jackbright jeffreywright
55,62177,Brave,"animation adventure comedy family action fantasy brave set mystical scottish highlands, mérida princess kingdom ruled king fergus queen elinor. unruly daughter accomplished archer, mérida one day defies sacred custom land inadvertently brings turmoil kingdom. attempt set thing right, mérida seek eccentric old wise woman granted ill-fated wish. also figuring mérida’s quest — serving comic relief — kingdom’s three lords: enormous lord macguffin, surly lord macintosh, disagreeable lord dingwall. scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruin aftercreditsstinger peaceoffering womandirector courage 3d brendachapman kellymacdonald juliewalters billyconnolly"
56,188927,Star Trek Beyond,"action adventure sciencefiction us enterprise crew explores furthest reach uncharted space, encounter mysterious new enemy put everything federation stand test. sequel stranded hatred spaceopera justinlin chrispine zacharyquinto karlurban"
57,10681,WALL·E,"animation family wall·e last robot left earth overrun garbage human fled outer space. 700 year continued try clean mess, developed rather interesting human-like qualities. ship arrives sleek new type robot, wall·e think he's finally found friend stows away ship leaves. romanticcomedy andrewstanton benburtt elissaknight jeffgarlin"
58,5174,Rush Hour 3,"action comedy crime thriller attempted assassination ambassador han, inspector lee detective carter back action head paris protect french woman knowledge triads' secret leaders. lee also hold secret meeting united nation authority, personal struggle chinese criminal mastermind named kenji, reveals lee's long-lost...brother. ambassador brettratner christucker jackiechan hiroyukisanada"
59,14161,2012,"action adventure sciencefiction dr. adrian helmsley, part worldwide geophysical team investigating effect earth radiation unprecedented solar storms, learns earth's core heating up. warns u.s. president thomas wilson crust earth becoming unstable without proper preparation saving fraction world's population, entire race doomed. meanwhile, writer jackson curtis stumble information. world's leader race build ""arks"" escape impending cataclysm, curtis struggle find way save family. meanwhile, volcanic eruption earthquake unprecedented strength wreak havoc around world. civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind rolandemmerich johncusack amandapeet chiwetelejiofor"
60,17979,A Christmas Carol,"animation drama miser ebenezer scrooge awakened christmas eve spirit reveal miserable existence, opportunity wasted youth, current cruelties, dire fate awaits change ways. scrooge faced story growing bitterness meanness, must decide future hold: death redemption. holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas robertzemeckis garyoldman jimcarrey stevevalentine"
61,76757,Jupiter Ascending,"sciencefiction fantasy action adventure universe human genetic material precious commodity, impoverished young earth woman becomes key strategic maneuver internal strife within powerful dynasty… jupiter space womandirector 3d interspeciesromance lillywachowski milakunis channingtatum seanbean"
62,258489,The Legend of Tarzan,"action adventure tarzan, acclimated life london, called back former home jungle investigate activity mining encampment. africa feralchild tarzan jungle animalattack davidyates alexanderskarsgård margotrobbie christophwaltz"
63,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","adventure family fantasy sibling lucy, edmund, susan peter step magical wardrobe find land narnia. there, discover charming, peaceful kingdom plunged eternal winter evil white witch, jadis. aided wise magnificent lion, aslan, child lead narnia spectacular, climactic battle free witch's glacial power forever. savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstinger andrewadamson williammoseley annapopplewell skandarkeynes"
64,246655,X-Men: Apocalypse,"sciencefiction re-emergence world's first mutant, world-destroyer apocalypse, x-men must unite defeat extinction level plan. mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s bryansinger jamesmcavoy michaelfassbender jenniferlawrence"
65,155,The Dark Knight,"drama action crime thriller batman raise stake war crime. help lt. jim gordon district attorney harvey dent, batman set dismantle remaining criminal organization plague streets. partnership prof effective, soon find prey reign chaos unleashed rising criminal mastermind known terrified citizen gotham joker. dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpower batman christophernolan christianbale heathledger aaroneckhart"
66,14160,Up,"animation comedy family adventure carl fredricksen spent entire life dreaming exploring globe experiencing life fullest. age 78, life seems passed by, twist fate (and persistent 8-year old wilderness explorer named russell) give new lease life. agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring petedocter edasner christopherplummer jordannagai"
67,15512,Monsters vs Aliens,"animation family adventure sciencefiction susan murphy unwittingly clobbered meteor full outer space gunk wedding day, mysteriously grows 49-feet-11-inches. military jump action capture susan, secreting away covert government compound. renamed ginormica placed confinement ragtag group monsters... alien giantrobot duringcreditsstinger conradvernon sethrogen reesewitherspoon hughlaurie"
68,1726,Iron Man,"action sciencefiction adventure held captive afghan cave, billionaire engineer tony stark creates unique weaponized suit armor fight evil. middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson jonfavreau robertdowneyjr. terrencehoward jeffbridges"
69,44826,Hugo,"adventure drama family hugo orphan boy living wall train station 1930s paris. learned fix clock gadget father uncle put use keeping train station clock running. thing left connects dead father automaton (mechanical man) work without special key hugo need find unlock secret belief contains. adventures, meet shopkeeper, george melies, work train station adventure-seeking god-daughter. hugo find surprising connection father automaton, discovers unlocks memory old man buried inside regarding past. library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d martinscorsese benkingsley sachabaroncohen asabutterfield"
70,8487,Wild Wild West,action adventure comedy sciencefiction western legless southern inventor dr. arliss loveless plan rekindle civil war assassinating president u.s. grant. two men stop him: gunfighter james west master-of-disguise inventor artemus gordon. two must team thwart loveless' plans. steampunk basedontvseries steamlocomotive drag barrysonnenfeld willsmith kevinkline kennethbranagh
71,1735,The Mummy: Tomb of the Dragon Emperor,"adventure action fantasy archaeologist rick o'connell travel china, pitting emperor 2,000-year-old han dynasty who's returned dead pursue quest world domination. time, o'connell enlists help wife son quash so-called 'dragon emperor' abuse supernatural power. robcohen brendanfraser jetli johnhannah"
72,297761,Suicide Squad,"action adventure crime fantasy sciencefiction dc comic come suicide squad, antihero team incarcerated supervillains act deniable asset united state government, undertaking high-risk black ops mission exchange commuted prison sentences. dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse davidayer willsmith margotrobbie joelkinnaman"
73,2698,Evan Almighty,fantasy comedy family god contact congressman evan baxter tell build ark preparation great flood. fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah'sark tomshadyac stevecarell laurengraham johngoodman
74,137113,Edge of Tomorrow,"action sciencefiction major bill cage officer never seen day combat unceremoniously demoted dropped combat. cage killed within minutes, managing take alpha alien him. awakens back beginning day forced fight die again... - physical contact alien thrown time loop. dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton dougliman tomcruise emilyblunt brendangleeson"
75,9804,Waterworld,"adventure action futuristic world polar ice cap melted made earth liquid planet, beautiful barmaid rescue mutant seafarer floating island prison. escape, along young charge, enola, sail aboard ship. trio soon becomes target menacing pirate covets map 'dryland' – tattooed enola's back. ocean tattoo mutant water dystopia doomsday kevinreynolds kevincostner chaimgirafi rickaviles"
76,14869,G.I. Joe: The Rise of Cobra,"adventure action thriller sciencefiction egyptian desert deep polar ice caps, elite g.i. joe team us latest next-generation spy military equipment fight corrupt arm dealer destro growing threat mysterious cobra organization prevent plunging world chaos. terrorist secret hostage technology warhead government president revenge murder attack explosion scientist laser evil cobra stephensommers dennisquaid channingtatum marlonwayans"
77,150540,Inside Out,"drama comedy animation family growing bumpy road, exception riley, uprooted midwest life father start new job san francisco. like us, riley guided emotion - joy, fear, anger, disgust sadness. emotion live headquarters, control center inside riley's mind, help advise everyday life. riley emotion struggle adjust new life san francisco, turmoil ensues headquarters. although joy, riley's main important emotion, try keep thing positive, emotion conflict best navigate new city, house school. dream cartoon imaginaryfriend animation family moving kid unicorn duringcreditsstinger 3d emotion petedocter amypoehler phyllissmith richardkind"
78,278927,The Jungle Book,"family adventure drama fantasy threat tiger shere khan force flee jungle, man-cub named mowgli embarks journey self discovery help panther, bagheera, free spirited bear, baloo. basedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimals jonfavreau neelsethi billmurray benkingsley"
